value_bet,edge,side,event_name,timestamp,team,point,token_id,true_prob,polymarket_best_ask,expected_payout_per_1
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:39:07.548402+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:40:57.532850+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:42:45.598932+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:44:33.060920+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:46:21.612431+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:48:09.566790+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:49:56.887832+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:51:45.183374+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.018458,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:53:34.164916+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.458306,0.450000,1.018458
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:55:23.092755+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:57:11.935969+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T06:58:59.108402+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:00:47.349830+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:02:35.862687+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:04:27.242492+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:06:17.375845+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:08:04.387694+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:09:52.243090+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:11:40.818797+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:13:33.458909+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:15:28.089417+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:17:15.461384+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:19:03.005724+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:20:57.762199+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:22:47.257271+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:24:35.674882+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:26:23.749450+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:28:11.661792+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:30:00.134959+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:31:47.824906+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:33:34.986258+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:35:22.569674+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:37:17.043419+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:39:04.213441+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:40:51.359561+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:42:38.987299+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:44:31.339542+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
moneyline,0.032257,BUY,Boston Celtics @ Miami Heat,2026-01-15T07:46:21.763041+00:00,Heat,,100114944086585435187417682200020755800212181317911131582081797925645276924175,0.464516,0.450000,1.032257
