value_bet,edge,side,event_name,timestamp,team,point,token_id,true_prob,polymarket_best_ask,expected_payout_per_1
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T04:52:34.867039+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:02:25.425217+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:04:23.760394+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:06:17.459499+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:08:12.794342+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:10:07.082628+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:12:02.425822+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:13:57.505940+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:15:52.308066+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:17:51.914993+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:19:53.220591+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:21:48.075537+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:23:45.998785+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:25:41.053028+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:27:36.696183+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:29:32.260215+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:31:31.672581+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:33:24.508910+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:35:17.417456+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
moneyline,0.038021,BUY,Oklahoma City Thunder @ Houston Rockets,2026-01-15T05:37:06.124010+00:00,Rockets,,80266308100167944933744901575980640858905028288464715911437832466566886066844,0.394448,0.380000,1.038021
